,y_true,probs,fold,run,Model
47,0.0,0.050994707063039935,1,0,LogisticRegression
48,0.0,0.0024585076699003903,1,0,LogisticRegression
49,0.0,0.07692932324970063,1,0,LogisticRegression
50,0.0,0.05242681781089743,1,0,LogisticRegression
51,1.0,0.49438201145346594,1,0,LogisticRegression
52,1.0,0.8506570529233387,1,0,LogisticRegression
53,1.0,0.9305639753867452,1,0,LogisticRegression
54,0.0,0.012861372088946272,1,0,LogisticRegression
55,0.0,0.0039751332324500475,1,0,LogisticRegression
56,0.0,0.0025807252710966485,1,0,LogisticRegression
57,1.0,0.43864345043053893,1,0,LogisticRegression
58,0.0,0.16620688318038898,1,0,LogisticRegression
59,1.0,0.9151574286674821,1,0,LogisticRegression
60,0.0,0.0029603478017599257,1,0,LogisticRegression
61,1.0,0.7471210674864692,1,0,LogisticRegression
62,0.0,0.05505653396890688,1,0,LogisticRegression
63,0.0,0.02779672869177594,1,0,LogisticRegression
64,1.0,0.9408784831029787,1,0,LogisticRegression
65,0.0,0.002513398589263949,1,0,LogisticRegression
66,0.0,0.04870817551621628,1,0,LogisticRegression
67,0.0,0.002770375927259186,1,0,LogisticRegression
68,0.0,0.09813965976866416,1,0,LogisticRegression
69,0.0,0.07166462718837986,1,0,LogisticRegression
70,0.0,0.0026895048331855953,1,0,LogisticRegression
71,1.0,0.5272694847526321,1,0,LogisticRegression
72,0.0,0.05240918275732394,1,0,LogisticRegression
73,0.0,0.0027218894755150994,1,0,LogisticRegression
74,0.0,0.052934874022888635,1,0,LogisticRegression
75,0.0,0.052136565444177614,1,0,LogisticRegression
76,0.0,0.007077701129021628,1,0,LogisticRegression
77,1.0,0.717292933497992,1,0,LogisticRegression
78,0.0,0.2908557472127115,1,0,LogisticRegression
0,1.0,0.8912536254439473,2,0,LogisticRegression
1,0.0,0.29881869474418743,2,0,LogisticRegression
2,0.0,0.0019854784108381584,2,0,LogisticRegression
3,0.0,0.02361789612991197,2,0,LogisticRegression
4,0.0,0.026319792009632543,2,0,LogisticRegression
5,0.0,0.0025220565558135067,2,0,LogisticRegression
6,0.0,0.0019139597298951346,2,0,LogisticRegression
7,0.0,0.3987788298373067,2,0,LogisticRegression
8,0.0,0.002801362450930024,2,0,LogisticRegression
9,1.0,0.7123652800215996,2,0,LogisticRegression
10,1.0,0.6493412710272629,2,0,LogisticRegression
11,1.0,0.8147801205254501,2,0,LogisticRegression
12,0.0,0.05633000027533991,2,0,LogisticRegression
13,0.0,0.035355987005444685,2,0,LogisticRegression
14,0.0,0.001967222141118444,2,0,LogisticRegression
15,1.0,0.9462773020736878,2,0,LogisticRegression
16,0.0,0.03001023003071487,2,0,LogisticRegression
17,0.0,0.03254724877070186,2,0,LogisticRegression
18,0.0,0.07465202071413839,2,0,LogisticRegression
19,0.0,0.07825820613502538,2,0,LogisticRegression
20,1.0,0.8566857189591214,2,0,LogisticRegression
21,1.0,0.0903318408595883,2,0,LogisticRegression
22,0.0,0.002155846495651434,2,0,LogisticRegression
23,0.0,0.0029059321956696853,2,0,LogisticRegression
24,0.0,0.002354545425486834,2,0,LogisticRegression
25,0.0,0.0021563430891893063,2,0,LogisticRegression
26,0.0,0.022824098245785063,2,0,LogisticRegression
27,0.0,0.056736585356780965,2,0,LogisticRegression
28,1.0,0.9344272596181903,2,0,LogisticRegression
29,0.0,0.03910594217242258,2,0,LogisticRegression
30,1.0,0.06598978307356392,2,0,LogisticRegression
31,0.0,0.039638133420598666,2,0,LogisticRegression
32,0.0,0.03316756072616845,2,0,LogisticRegression
33,0.0,0.03901929794922837,2,0,LogisticRegression
34,0.0,0.024034293483402438,2,0,LogisticRegression
35,1.0,0.9240969433630125,2,0,LogisticRegression
36,1.0,0.8633911357808777,2,0,LogisticRegression
37,0.0,0.03961091632321156,2,0,LogisticRegression
38,0.0,0.002245023313915184,2,0,LogisticRegression
39,1.0,0.8977416251015737,2,0,LogisticRegression
40,0.0,0.02842110082534853,2,0,LogisticRegression
41,0.0,0.005380224092923377,2,0,LogisticRegression
42,0.0,0.02909145579933322,2,0,LogisticRegression
43,0.0,0.03057589445204515,2,0,LogisticRegression
44,0.0,0.00400686465120986,2,0,LogisticRegression
45,0.0,0.09267107540112246,2,0,LogisticRegression
46,1.0,0.9325374439126811,2,0,LogisticRegression
47,0.0,0.01938940990589605,2,0,LogisticRegression
48,1.0,0.8867961538782563,2,0,LogisticRegression
49,1.0,0.8900606662129882,2,0,LogisticRegression
50,0.0,0.002510789844025327,2,0,LogisticRegression
51,0.0,0.03832228159475625,2,0,LogisticRegression
52,0.0,0.19141485343616108,2,0,LogisticRegression
53,0.0,0.016594212536149976,2,0,LogisticRegression
54,0.0,0.029703989612178083,2,0,LogisticRegression
55,0.0,0.003739156508836931,2,0,LogisticRegression
56,0.0,0.028380052148018517,2,0,LogisticRegression
57,0.0,0.002087354088694585,2,0,LogisticRegression
58,0.0,0.06710294860024203,2,0,LogisticRegression
59,1.0,0.9293514049514141,2,0,LogisticRegression
60,0.0,0.4680236794610961,2,0,LogisticRegression
61,0.0,0.005039601609821113,2,0,LogisticRegression
62,0.0,0.023547353375835973,2,0,LogisticRegression
63,1.0,0.10897147239882486,2,0,LogisticRegression
64,1.0,0.939597486456911,2,0,LogisticRegression
65,0.0,0.0029205720475894005,2,0,LogisticRegression
66,0.0,0.04462301822614538,2,0,LogisticRegression
67,0.0,0.016701520641318423,2,0,LogisticRegression
68,0.0,0.02802534056188999,2,0,LogisticRegression
69,0.0,0.056588903297938586,2,0,LogisticRegression
70,1.0,0.03083498290664847,2,0,LogisticRegression
71,0.0,0.7830723108731523,2,0,LogisticRegression
72,1.0,0.1933053804858117,2,0,LogisticRegression
73,0.0,0.0033485792858086254,2,0,LogisticRegression
74,0.0,0.019859437139347288,2,0,LogisticRegression
75,0.0,0.028744152279555405,2,0,LogisticRegression
76,0.0,0.044729819483927936,2,0,LogisticRegression
77,0.0,0.03837644964760609,2,0,LogisticRegression
78,0.0,0.04481033317487555,2,0,LogisticRegression
0,0.0,0.025519069022014645,3,0,LogisticRegression
1,0.0,0.0032544658926112616,3,0,LogisticRegression
2,0.0,0.0977057610102995,3,0,LogisticRegression
3,0.0,0.0543824794813559,3,0,LogisticRegression
4,0.0,0.044287648120557105,3,0,LogisticRegression
5,1.0,0.8000784971158671,3,0,LogisticRegression
6,0.0,0.04407606227662756,3,0,LogisticRegression
7,0.0,0.002188033536847872,3,0,LogisticRegression
8,1.0,0.8982349991606311,3,0,LogisticRegression
9,0.0,0.02773729769136578,3,0,LogisticRegression
10,0.0,0.01867244254714565,3,0,LogisticRegression
11,0.0,0.04546523990952916,3,0,LogisticRegression
12,0.0,0.012340583280934852,3,0,LogisticRegression
13,0.0,0.04627344119042344,3,0,LogisticRegression
14,0.0,0.0021936565101608697,3,0,LogisticRegression
15,1.0,0.9067539678404843,3,0,LogisticRegression
16,0.0,0.00362721601977195,3,0,LogisticRegression
17,0.0,0.0022465153904185522,3,0,LogisticRegression
18,0.0,0.021238101592261065,3,0,LogisticRegression
19,0.0,0.0024497584351434224,3,0,LogisticRegression
20,1.0,0.8937965705798117,3,0,LogisticRegression
21,0.0,0.0052932826394908525,3,0,LogisticRegression
22,0.0,0.0028117485140065094,3,0,LogisticRegression
23,0.0,0.05293741442863428,3,0,LogisticRegression
24,0.0,0.00909418355550895,3,0,LogisticRegression
25,0.0,0.003365370993849452,3,0,LogisticRegression
26,0.0,0.05914071065643532,3,0,LogisticRegression
27,0.0,0.01535366387219562,3,0,LogisticRegression
28,0.0,0.045277244965242915,3,0,LogisticRegression
29,1.0,0.47466314711256896,3,0,LogisticRegression
30,0.0,0.013393460973944038,3,0,LogisticRegression
31,0.0,0.00450490748080111,3,0,LogisticRegression
32,0.0,0.9325610796356811,3,0,LogisticRegression
33,1.0,0.9275301818615569,3,0,LogisticRegression
34,1.0,0.9564030614327338,3,0,LogisticRegression
35,0.0,0.4638748556522452,3,0,LogisticRegression
36,0.0,0.049479432290253124,3,0,LogisticRegression
37,0.0,0.12086953972951327,3,0,LogisticRegression
38,0.0,0.017441761900005126,3,0,LogisticRegression
39,0.0,0.9458466667614638,3,0,LogisticRegression
40,1.0,0.740363543646922,3,0,LogisticRegression
41,0.0,0.0023616356602680884,3,0,LogisticRegression
42,1.0,0.0513406330895377,3,0,LogisticRegression
43,0.0,0.002414715160333341,3,0,LogisticRegression
44,1.0,0.9648342955467851,3,0,LogisticRegression
45,0.0,0.027090745367543485,3,0,LogisticRegression
46,1.0,0.5199549157784983,3,0,LogisticRegression
47,0.0,0.055721233609112214,3,0,LogisticRegression
48,0.0,0.05364348149418263,3,0,LogisticRegression
49,0.0,0.05666533251148145,3,0,LogisticRegression
50,0.0,0.32252956803702065,3,0,LogisticRegression
51,1.0,0.9048210617016287,3,0,LogisticRegression
52,1.0,0.8994814797203026,3,0,LogisticRegression
53,0.0,0.054615542344108654,3,0,LogisticRegression
54,0.0,0.0029050507467735637,3,0,LogisticRegression
55,0.0,0.0029895834147898254,3,0,LogisticRegression
56,0.0,0.052446942985080236,3,0,LogisticRegression
57,0.0,0.045531380607942075,3,0,LogisticRegression
58,0.0,0.002344943391259674,3,0,LogisticRegression
59,1.0,0.9445414251668368,3,0,LogisticRegression
60,0.0,0.0027713257267981237,3,0,LogisticRegression
61,0.0,0.07199699148315174,3,0,LogisticRegression
62,1.0,0.9192924691847113,3,0,LogisticRegression
63,0.0,0.04999067360844905,3,0,LogisticRegression
64,1.0,0.9137138452350833,3,0,LogisticRegression
65,1.0,0.5280507154308618,3,0,LogisticRegression
66,1.0,0.9243980360324563,3,0,LogisticRegression
67,0.0,0.002219179432231261,3,0,LogisticRegression
68,0.0,0.13690514526989347,3,0,LogisticRegression
69,0.0,0.34884210455618303,3,0,LogisticRegression
70,0.0,0.06209827991223197,3,0,LogisticRegression
71,0.0,0.012374796435329873,3,0,LogisticRegression
72,0.0,0.5023676168284937,3,0,LogisticRegression
73,0.0,0.0577759157532213,3,0,LogisticRegression
74,1.0,0.609044560027753,3,0,LogisticRegression
75,0.0,0.07305922271381582,3,0,LogisticRegression
76,1.0,0.7263091751916534,3,0,LogisticRegression
77,0.0,0.414777851893614,3,0,LogisticRegression
78,0.0,0.04240089483714184,3,0,LogisticRegression
0,0.0,0.07895454398546387,4,0,LogisticRegression
1,0.0,0.015328019963394474,4,0,LogisticRegression
2,0.0,0.009459254985030596,4,0,LogisticRegression
3,1.0,0.9927473547432595,4,0,LogisticRegression
4,0.0,7.98245946619217e-05,4,0,LogisticRegression
5,0.0,0.08596676975772119,4,0,LogisticRegression
6,0.0,0.7363018602006681,4,0,LogisticRegression
7,1.0,0.8693830976279052,4,0,LogisticRegression
8,0.0,0.05624428171901603,4,0,LogisticRegression
9,1.0,0.9312441869733513,4,0,LogisticRegression
10,0.0,0.0001755046602632836,4,0,LogisticRegression
11,0.0,8.716985089092958e-05,4,0,LogisticRegression
12,0.0,0.041849251778343456,4,0,LogisticRegression
13,0.0,0.0016105881347798802,4,0,LogisticRegression
14,0.0,1.657132439729602e-05,4,0,LogisticRegression
15,0.0,0.7452660163430752,4,0,LogisticRegression
16,0.0,2.6692950360298898e-05,4,0,LogisticRegression
17,0.0,1.7139975393814386e-05,4,0,LogisticRegression
18,0.0,1.725654498757376e-05,4,0,LogisticRegression
19,1.0,0.836492125952553,4,0,LogisticRegression
20,1.0,0.9786468489489463,4,0,LogisticRegression
21,0.0,0.11231664098524502,4,0,LogisticRegression
22,1.0,0.5085342528345147,4,0,LogisticRegression
23,1.0,0.9882816742082898,4,0,LogisticRegression
24,0.0,0.7163341206313957,4,0,LogisticRegression
25,0.0,0.08525637428209598,4,0,LogisticRegression
26,0.0,0.11612651196342359,4,0,LogisticRegression
27,0.0,0.06366679644726618,4,0,LogisticRegression
28,0.0,0.06440263871970443,4,0,LogisticRegression
29,1.0,0.9360896500709781,4,0,LogisticRegression
30,0.0,0.23072704254154056,4,0,LogisticRegression
31,1.0,0.7674445797368572,4,0,LogisticRegression
32,1.0,0.9644379966361218,4,0,LogisticRegression
33,0.0,0.0022559693174942935,4,0,LogisticRegression
34,1.0,0.985646778194232,4,0,LogisticRegression
35,0.0,0.0001475666692292098,4,0,LogisticRegression
36,0.0,0.04467516334534114,4,0,LogisticRegression
37,1.0,0.8227666431199276,4,0,LogisticRegression
38,1.0,0.3599562254937879,4,0,LogisticRegression
39,0.0,0.03615097998413514,4,0,LogisticRegression
40,0.0,1.750218848638151e-05,4,0,LogisticRegression
41,0.0,0.0497432366605914,4,0,LogisticRegression
42,0.0,0.0029668841853235347,4,0,LogisticRegression
43,1.0,0.9710039431819724,4,0,LogisticRegression
44,0.0,0.0005614957804329486,4,0,LogisticRegression
45,0.0,0.00042159287852381103,4,0,LogisticRegression
46,0.0,2.4823844325125738e-05,4,0,LogisticRegression
47,0.0,0.04310641550277645,4,0,LogisticRegression
48,0.0,0.015773578829501946,4,0,LogisticRegression
49,1.0,0.9745795984562132,4,0,LogisticRegression
50,1.0,0.9666907600559147,4,0,LogisticRegression
51,0.0,7.097848967202444e-05,4,0,LogisticRegression
52,0.0,0.08769577496423187,4,0,LogisticRegression
53,0.0,1.961775779939354e-05,4,0,LogisticRegression
54,0.0,0.02214950121687593,4,0,LogisticRegression
55,0.0,0.06309173140240257,4,0,LogisticRegression
56,1.0,0.9514956951352331,4,0,LogisticRegression
57,0.0,0.026257168126976337,4,0,LogisticRegression
58,0.0,0.015468815502068713,4,0,LogisticRegression
59,0.0,0.027717161504488427,4,0,LogisticRegression
60,0.0,0.038594874205223645,4,0,LogisticRegression
61,0.0,0.0009889786691805844,4,0,LogisticRegression
62,0.0,0.03836804666467163,4,0,LogisticRegression
63,0.0,0.14532231118175298,4,0,LogisticRegression
64,0.0,0.04410157718127428,4,0,LogisticRegression
65,0.0,0.034754454819943915,4,0,LogisticRegression
66,1.0,0.7253414811193557,4,0,LogisticRegression
67,0.0,0.026133904429766774,4,0,LogisticRegression
68,0.0,0.0223767379623365,4,0,LogisticRegression
69,0.0,0.017198508500606505,4,0,LogisticRegression
70,1.0,0.13514991245540028,4,0,LogisticRegression
71,0.0,0.0021219955458961007,4,0,LogisticRegression
72,0.0,0.04197224723933171,4,0,LogisticRegression
73,0.0,0.062248186294516464,4,0,LogisticRegression
74,0.0,0.01325972859803178,4,0,LogisticRegression
75,0.0,1.7121807440178274e-05,4,0,LogisticRegression
76,0.0,0.6760152538508734,4,0,LogisticRegression
77,0.0,0.030822372031563065,4,0,LogisticRegression
0,0.0,0.003004739206695302,0,1,LogisticRegression
1,0.0,0.10237430051453449,0,1,LogisticRegression
2,1.0,0.8752936422440241,0,1,LogisticRegression
3,0.0,0.07162371111121757,0,1,LogisticRegression
4,0.0,0.002834053411492127,0,1,LogisticRegression
5,0.0,0.0033369020685486495,0,1,LogisticRegression
6,0.0,0.06329915931059166,0,1,LogisticRegression
7,0.0,0.0024547577775781244,0,1,LogisticRegression
8,1.0,0.7538771277959523,0,1,LogisticRegression
9,1.0,0.6600262523096141,0,1,LogisticRegression
10,0.0,0.051811225238878,0,1,LogisticRegression
11,1.0,0.8993649097899123,0,1,LogisticRegression
12,0.0,0.002395663417285459,0,1,LogisticRegression
13,0.0,0.16957062648852414,0,1,LogisticRegression
14,1.0,0.922454605088368,0,1,LogisticRegression
15,0.0,0.026038649432502406,0,1,LogisticRegression
16,1.0,0.7912242633558021,0,1,LogisticRegression
17,0.0,0.0025246882486895357,0,1,LogisticRegression
18,0.0,0.10448568071474468,0,1,LogisticRegression
19,0.0,0.06275817311569364,0,1,LogisticRegression
20,0.0,0.013422552985264041,0,1,LogisticRegression
21,0.0,0.011318293886345364,0,1,LogisticRegression
22,0.0,0.002267054509030826,0,1,LogisticRegression
23,1.0,0.46554417006012155,0,1,LogisticRegression
24,0.0,0.08719037205832468,0,1,LogisticRegression
25,0.0,0.9147650063229148,0,1,LogisticRegression
26,1.0,0.9202059340647154,0,1,LogisticRegression
27,0.0,0.1949205378920221,0,1,LogisticRegression
28,0.0,0.0929117030517313,0,1,LogisticRegression
29,0.0,0.01584235743404718,0,1,LogisticRegression
30,0.0,0.019368720592812645,0,1,LogisticRegression
31,0.0,0.057077727236008076,0,1,LogisticRegression
32,1.0,0.9121939195746296,0,1,LogisticRegression
33,1.0,0.7846330743245539,0,1,LogisticRegression
34,0.0,0.06426586205311162,0,1,LogisticRegression
35,1.0,0.8696165558830505,0,1,LogisticRegression
36,1.0,0.8965654486721107,0,1,LogisticRegression
37,0.0,0.030380388744085836,0,1,LogisticRegression
38,0.0,0.5473926422266469,0,1,LogisticRegression
39,0.0,0.013589288149890471,0,1,LogisticRegression
40,0.0,0.003296497491498363,0,1,LogisticRegression
41,0.0,0.12103914635120641,0,1,LogisticRegression
42,0.0,0.05927028610960354,0,1,LogisticRegression
43,0.0,0.0028274611431020583,0,1,LogisticRegression
44,0.0,0.004766297523668157,0,1,LogisticRegression
45,1.0,0.9290114025942394,0,1,LogisticRegression
46,1.0,0.8649237047756961,0,1,LogisticRegression
47,1.0,0.9353727801814881,0,1,LogisticRegression
48,1.0,0.8854238616316898,0,1,LogisticRegression
49,0.0,0.06492178348618625,0,1,LogisticRegression
50,0.0,0.0031236518786092516,0,1,LogisticRegression
51,0.0,0.002406889822056586,0,1,LogisticRegression
52,0.0,0.06989959635675004,0,1,LogisticRegression
53,0.0,0.004193790680095478,0,1,LogisticRegression
54,0.0,0.20341951026912225,0,1,LogisticRegression
55,0.0,0.0025886893509936147,0,1,LogisticRegression
56,0.0,0.05075034599577254,0,1,LogisticRegression
57,0.0,0.00310904413479335,0,1,LogisticRegression
58,0.0,0.05670076493782542,0,1,LogisticRegression
59,1.0,0.5938809359392139,0,1,LogisticRegression
60,0.0,0.18270179376722614,0,1,LogisticRegression
61,1.0,0.9086313622373866,0,1,LogisticRegression
62,0.0,0.6828231962830135,0,1,LogisticRegression
63,0.0,0.05274991024277025,0,1,LogisticRegression
64,0.0,0.5660364743815617,0,1,LogisticRegression
65,0.0,0.154247745699252,0,1,LogisticRegression
66,0.0,0.03468533979149247,0,1,LogisticRegression
67,0.0,0.06976813079494473,0,1,LogisticRegression
68,0.0,0.014972908988249238,0,1,LogisticRegression
69,1.0,0.4769067688327911,0,1,LogisticRegression
70,0.0,0.05247059005510088,0,1,LogisticRegression
71,0.0,0.06502156323139255,0,1,LogisticRegression
72,0.0,0.007322072214175669,0,1,LogisticRegression
73,0.0,0.475429336235362,0,1,LogisticRegression
74,0.0,0.00233829809650078,0,1,LogisticRegression
75,0.0,0.05269389454335134,0,1,LogisticRegression
76,0.0,0.066504145717549,0,1,LogisticRegression
77,0.0,0.04761919476892242,0,1,LogisticRegression
78,0.0,0.06258555372022076,0,1,LogisticRegression
0,0.0,0.1513022961211069,1,1,LogisticRegression
1,0.0,0.4084323108128911,1,1,LogisticRegression
2,0.0,0.23168743013852833,1,1,LogisticRegression
3,1.0,0.73141858502008,1,1,LogisticRegression
4,1.0,0.9510130689221761,1,1,LogisticRegression
5,0.0,0.04202746868722429,1,1,LogisticRegression
6,0.0,0.006341860707111933,1,1,LogisticRegression
7,1.0,0.9130686690260045,1,1,LogisticRegression
8,0.0,0.18221927121242742,1,1,LogisticRegression
9,0.0,0.0020729895528474457,1,1,LogisticRegression
10,0.0,0.03427443443656453,1,1,LogisticRegression
11,0.0,0.10781561489462807,1,1,LogisticRegression
12,0.0,0.003202813716139826,1,1,LogisticRegression
13,1.0,0.8556641106800738,1,1,LogisticRegression
14,1.0,0.9434536273952585,1,1,LogisticRegression
15,0.0,0.0022800291835888727,1,1,LogisticRegression
16,1.0,0.9128839291694667,1,1,LogisticRegression
17,0.0,0.00230520653858799,1,1,LogisticRegression
18,0.0,0.038176594773595196,1,1,LogisticRegression
19,0.0,0.0020973203883837407,1,1,LogisticRegression
20,1.0,0.9125753039949029,1,1,LogisticRegression
21,0.0,0.014805798278693619,1,1,LogisticRegression
22,1.0,0.9425059348121062,1,1,LogisticRegression
23,0.0,0.5160346350206517,1,1,LogisticRegression
24,1.0,0.9736766647920612,1,1,LogisticRegression
25,0.0,0.034418133891783186,1,1,LogisticRegression
26,0.0,0.09805420357498452,1,1,LogisticRegression
27,0.0,0.06587104280931945,1,1,LogisticRegression
28,1.0,0.11930339095554163,1,1,LogisticRegression
29,0.0,0.146802539015408,1,1,LogisticRegression
30,0.0,0.054654974630975364,1,1,LogisticRegression
31,1.0,0.9057644311396771,1,1,LogisticRegression
32,0.0,0.021168423265399982,1,1,LogisticRegression
33,0.0,0.9526655754988601,1,1,LogisticRegression
34,0.0,0.024506333775881853,1,1,LogisticRegression
35,0.0,0.00223213758931404,1,1,LogisticRegression
36,1.0,0.8691530134950752,1,1,LogisticRegression
37,0.0,0.049386259248165316,1,1,LogisticRegression
38,0.0,0.06236107212603686,1,1,LogisticRegression
39,0.0,0.028003629956904166,1,1,LogisticRegression
40,1.0,0.9605152310240721,1,1,LogisticRegression
